undiff	Monocyte	Neutrophil	Baso	Erythroid	Meg	Mast	Lymphoid	Eos	Neu_Mon	Ccr7_DC	pDC
1908	1	0	0	0	0	3	0	0	0	0	0	0
2195	0	2	0	0	0	0	0	0	0	0	0	0
3286	0	1	0	11	0	0	0	0	0	0	0	0
3939	0	0	0	3	0	0	0	0	0	0	0	0
2791	3	35	4	0	0	0	0	0	0	0	0	0
3924	0	1	12	0	0	0	0	0	0	0	0	0
2884	2	0	10	0	0	0	0	0	0	0	0	0
871	0	0	0	1	0	3	0	0	0	0	0	0
3466	0	0	0	0	0	3	0	0	0	0	0	0
2845	3	0	0	5	0	0	0	0	0	0	0	0
3830	1	0	25	0	0	0	0	0	0	0	0	0
1022	0	2	0	0	0	0	0	0	0	0	0	0
2496	11	0	0	0	0	0	0	0	0	0	0	0
3753	0	0	14	0	0	0	0	0	0	0	0	0
2262	0	0	0	0	0	2	0	0	0	0	0	0
1184	15	0	0	52	2	1	0	0	0	0	0	0
962	1	0	18	0	0	0	0	0	0	0	0	0
1857	3	0	0	0	0	0	0	0	0	0	0	0
874	2	0	0	0	1	7	0	0	0	0	0	0
1915	2	0	0	14	0	0	0	0	0	0	0	0
5776	0	0	54	0	0	0	0	0	0	0	0	0
5745	0	0	0	18	0	0	0	0	0	0	0	0
4217	1	0	7	0	0	0	0	0	0	0	0	0
2887	1	0	0	78	0	0	0	0	1	0	0	0
3266	0	0	0	5	0	0	0	0	0	0	0	0
2736	0	0	0	3	0	0	0	0	0	0	0	0
2810	1	0	1	3	0	0	0	0	3	0	0	0
1560	0	0	0	0	0	3	0	0	0	0	0	0
4617	0	0	0	0	0	0	3	0	0	0	0	0
882	6	0	0	0	1	12	1	0	0	0	0	0
1950	2	0	0	0	0	2	0	0	0	0	0	0
2843	0	0	0	10	0	0	0	0	0	0	0	0
5677	0	0	0	4	0	0	0	0	0	0	0	0
169	2	0	0	0	0	0	0	0	0	0	0	0
3919	2	0	0	0	0	4	0	0	0	0	0	0
5411	0	0	0	4	0	4	0	0	0	0	0	0
2319	3	0	11	0	0	0	0	0	0	0	0	0
4743	0	0	0	19	0	0	2	0	1	0	0	0
1565	7	0	0	1	4	1	0	0	0	0	0	0
2367	2	0	0	40	0	0	0	0	2	0	0	0
3066	1	0	12	0	0	0	0	0	0	0	0	0
5446	0	4	12	0	0	0	0	0	0	0	0	0
3727	1	0	0	3	0	0	0	0	0	0	0	0
3096	1	5	8	0	0	0	0	0	0	0	0	0
1343	1	0	0	11	0	0	0	0	1	0	0	0
2451	0	0	8	0	0	0	0	0	0	0	0	0
247	0	0	0	0	0	3	0	0	0	0	0	0
3802	2	0	0	0	0	2	0	0	0	0	0	0
3600	0	0	0	12	0	0	0	0	0	0	0	0
2654	0	0	0	0	0	1	0	0	0	0	0	0
580	1	0	1	0	0	0	0	0	0	0	0	0
4912	0	0	0	11	0	0	0	0	0	0	0	0
4137	0	0	2	0	0	0	0	0	0	0	0	0
3516	0	0	0	10	0	0	0	0	1	0	0	0
1353	0	0	0	17	0	0	0	0	1	0	0	0
1503	0	0	1	4	0	0	0	0	0	0	0	0
1420	0	0	0	0	0	1	0	0	0	0	0	0
3775	0	0	0	24	0	0	0	0	1	0	0	0
5422	0	0	0	0	0	0	1	0	0	0	3	0
4566	8	0	0	0	0	1	0	0	0	0	0	0
5078	9	0	0	1	3	2	0	0	0	0	0	0
932	5	13	10	0	0	1	0	0	0	0	0	0
2552	1	0	0	0	0	6	0	0	0	0	0	0
614	1	0	6	0	0	0	0	0	0	0	0	0
117	0	0	0	0	0	2	0	0	0	0	0	0
3206	3	0	8	0	0	0	0	0	0	0	0	0
1454	1	0	38	0	0	0	0	0	0	0	0	0
5623	4	0	0	0	0	11	2	0	0	0	0	0
5513	0	0	0	25	0	0	0	0	0	0	0	0
1291	0	0	0	2	0	0	0	0	0	0	0	0
1541	0	0	7	0	0	0	0	0	0	0	0	0
512	0	0	5	0	0	0	0	0	0	0	0	0
392	1	0	12	0	0	0	0	0	0	0	0	0
4143	4	0	0	0	0	3	0	0	0	0	0	0
3264	1	2	0	0	0	0	0	0	0	0	0	0
491	0	0	0	0	0	2	0	0	0	0	0	0
2756	2	0	0	0	0	2	0	0	0	0	0	0
5138	2	0	11	0	0	0	0	0	0	0	0	0
4036	0	0	0	1	0	0	0	0	0	0	0	0
2191	1	19	0	0	0	0	0	0	0	0	0	0
1095	0	1	24	0	0	0	0	0	0	0	0	0
2014	2	4	1	0	0	0	0	0	0	0	0	0
2200	1	0	11	0	0	0	0	0	0	0	0	0
3692	0	3	0	0	0	0	0	0	0	0	0	0
3693	0	0	0	0	0	0	5	0	0	0	0	0
4495	0	0	0	3	0	0	0	0	0	0	0	0
2683	0	0	12	0	0	0	0	0	0	0	0	0
2003	0	1	0	0	0	0	1	0	0	0	0	0
593	2	4	2	0	0	0	0	0	0	1	0	0
5648	2	19	0	0	0	0	0	0	0	0	0	0
544	8	0	0	0	1	7	0	0	0	0	0	0
5279	0	0	0	2	0	0	0	0	0	0	0	0
3119	3	0	0	0	0	0	0	0	0	0	0	0
4686	0	1	1	0	0	0	0	0	0	0	0	0
1259	0	0	0	3	1	0	0	0	0	0	0	0
5476	1	0	0	6	1	0	0	0	0	0	0	0
2831	6	16	61	2	0	0	0	0	1	1	0	0
5631	0	0	0	0	0	1	1	0	0	0	0	0
732	1	3	2	0	0	0	0	0	0	0	0	0
2290	0	0	0	0	0	6	0	0	0	0	0	0
1456	2	5	0	0	0	0	0	0	0	0	0	0
5861	0	0	0	0	0	1	1	0	0	0	0	0
5718	1	17	0	0	0	0	0	0	0	0	0	0
3741	0	0	0	0	0	0	2	0	0	0	0	0
1329	0	0	5	0	0	0	0	0	0	0	0	0
4245	0	0	0	12	0	0	0	0	0	0	0	0
4146	0	0	2	0	0	0	0	0	0	0	0	0
89	0	0	0	0	0	0	2	0	0	0	0	0
3613	0	0	2	0	0	0	0	0	0	0	0	0
1614	6	0	0	0	0	0	0	0	0	0	0	6
4615	0	0	0	0	0	0	15	0	0	0	0	0
4788	2	0	0	0	0	0	0	0	0	0	0	0
717	2	0	0	0	0	0	0	0	0	0	0	0
2992	0	0	0	5	0	0	0	0	0	0	0	0
5124	0	0	0	0	0	2	0	0	0	0	0	0
5342	0	0	3	0	0	0	0	0	1	0	0	0
4263	2	0	0	0	0	0	0	0	0	0	0	0
855	0	0	1	0	0	1	0	0	0	0	0	0
2589	1	0	0	0	0	2	0	0	0	0	0	0
210	2	35	0	0	0	0	0	0	0	0	0	0
5801	4	3	2	0	0	0	0	0	0	0	0	0
3560	2	1	5	0	0	0	0	0	0	0	0	0
626	0	0	0	20	0	0	0	0	0	0	0	0
3065	9	0	0	0	0	2	0	0	0	0	0	0
5573	0	17	0	0	0	0	0	0	0	0	0	0
1999	0	0	16	0	0	0	0	0	0	0	0	0
3092	0	1	2	0	0	0	0	0	0	0	0	0
2592	2	0	14	0	0	0	0	0	0	0	0	0
5820	1	0	0	0	0	0	2	0	0	0	0	0
616	2	0	0	0	0	0	0	0	0	0	0	0
2166	0	0	0	2	0	0	0	0	0	0	0	0
5792	1	0	0	0	2	0	0	0	0	0	0	0
650	11	0	0	0	0	6	2	0	0	0	0	0
4791	0	0	0	0	0	2	0	0	0	0	0	0
4375	0	0	1	0	0	0	0	0	0	0	0	0
2911	0	0	0	0	0	2	0	0	0	0	0	0
3774	1	0	0	0	0	0	1	0	0	0	0	0
1695	0	0	0	0	0	0	2	0	0	0	0	0
5304	2	0	0	0	0	0	0	0	0	0	0	0
160	1	0	0	0	0	1	0	0	0	0	0	0
3448	0	0	7	0	0	0	0	0	0	0	0	0
5247	0	0	0	2	0	0	0	0	0	0	0	0
655	1	0	3	0	0	0	0	0	0	0	0	0
2	3	0	14	0	0	0	0	0	0	3	0	0
4154	0	0	2	0	0	0	0	0	0	0	0	0
1530	1	1	0	0	0	0	0	0	0	0	0	0
834	0	0	0	1	0	0	0	0	1	0	0	0
4914	0	0	0	0	0	2	0	0	0	0	0	0
2118	1	0	0	0	0	0	1	0	0	0	0	0
1405	0	0	0	14	0	0	0	0	0	0	0	0
664	0	0	0	0	0	0	2	0	0	0	0	0
2233	0	0	0	0	0	0	2	0	0	0	0	0
4490	1	0	1	0	0	0	0	0	0	0	0	0
2606	0	11	0	0	0	0	0	0	0	0	0	0
3598	0	16	0	0	0	0	0	0	0	0	0	0
1164	1	0	0	1	0	0	0	0	0	0	0	0
2921	0	10	0	0	0	0	0	0	0	0	0	0
5773	1	0	5	0	0	0	0	0	0	0	0	0
5692	0	2	0	0	0	0	0	0	0	0	0	0
1225	0	1	0	0	0	0	0	0	1	0	0	0
2840	0	4	0	0	0	0	0	0	0	0	0	0
814	1	0	0	1	0	0	0	0	0	0	0	0
2010	0	0	0	5	0	0	0	0	0	0	0	0
5361	0	0	0	0	0	0	2	0	0	0	0	0
5172	8	0	1	0	0	0	0	0	0	0	0	0
736	0	0	0	2	0	0	0	0	0	0	0	0
1434	1	0	0	2	0	0	0	0	0	0	0	0
4187	2	0	0	0	0	0	0	0	0	0	0	0
94	3	0	0	0	0	0	0	0	0	0	0	0
4544	3	0	0	0	0	0	0	0	0	0	0	0
1898	2	0	0	0	0	0	0	0	0	0	0	0
3410	2	0	0	0	0	0	0	0	0	0	0	0
5827	1	1	0	0	0	0	0	0	0	0	0	0
2740	2	0	0	0	0	0	0	0	0	0	0	0
948	2	0	0	0	0	0	0	0	0	0	0	0
216	4	0	0	0	0	0	0	0	1	0	0	0
4676	5	0	0	0	0	0	0	0	0	0	0	0
5830	3	0	0	0	0	0	0	0	0	0	0	0
1888	2	0	0	0	0	0	0	0	0	0	0	0
5412	3	0	0	0	0	0	0	0	0	0	0	0
3817	2	0	0	0	0	0	0	0	0	0	0	0
3392	2	0	0	0	0	0	0	0	0	0	0	0
3434	3	0	0	0	0	0	0	0	0	0	0	0
1781	2	0	0	0	0	0	0	0	0	0	0	0
5168	11	0	0	0	0	0	0	0	0	0	0	0
2703	4	0	1	0	0	0	0	0	0	0	0	0
4990	3	0	0	0	0	0	0	0	0	0	0	0
2243	2	0	0	0	0	0	0	0	0	0	0	0
3084	8	0	0	0	0	0	0	0	0	0	0	0
4354	6	0	0	0	0	0	0	0	0	0	0	0
973	2	0	1	0	0	0	0	0	0	0	0	0
2429	5	7	7	0	0	0	0	0	0	0	0	0
479	3	0	0	0	0	0	0	0	0	0	0	0
2692	7	0	0	0	0	0	0	0	0	0	0	0
4018	4	0	3	0	0	0	0	0	0	0	0	0
5284	3	0	0	0	0	0	0	1	0	0	0	0
3262	7	0	0	0	0	0	0	0	0	0	0	0
2691	3	0	0	0	0	0	0	0	0	0	0	0
3617	2	0	0	0	0	0	0	0	0	0	0	0
46	3	0	0	0	0	0	0	0	0	0	0	0
1880	3	0	0	0	0	0	0	0	0	0	0	0
4278	10	10	0	0	0	0	0	0	0	0	0	0
3676	1	1	0	0	0	0	0	0	0	0	0	0
1286	2	0	0	0	0	0	0	0	0	0	0	0
5385	10	20	0	0	0	0	0	0	0	0	0	0
5602	1	0	1	0	0	0	0	0	0	0	0	0
2893	2	0	0	0	0	0	0	0	0	0	0	0
322	0	0	2	0	0	0	0	0	0	0	0	0
2798	2	0	0	0	0	0	0	0	0	0	0	0
881	2	0	0	0	0	0	0	0	0	0	0	0
1457	3	0	0	0	0	0	0	0	0	0	0	0
218	3	0	0	0	0	0	0	0	0	0	0	0
5707	3	0	0	0	0	0	0	0	0	0	0	0
4002	4	0	0	0	0	0	0	0	0	0	0	0
3098	3	2	0	0	0	0	0	0	0	0	0	0
5586	2	0	0	0	0	0	0	0	0	0	0	0
5254	6	0	0	0	0	0	0	0	0	0	0	0
5339	3	0	0	0	0	0	0	0	0	0	0	0
1535	1	0	0	0	0	0	0	1	0	0	0	0
3464	2	0	0	0	0	0	0	0	0	0	0	0
2620	1	0	0	0	0	0	0	1	0	0	0	0
27	2	0	0	0	0	0	0	0	0	0	0	0
4271	2	0	0	0	0	0	0	0	0	0	0	0
578	5	0	0	0	0	0	2	0	0	0	0	0
2745	2	0	1	0	0	0	0	0	0	0	0	0
1342	3	0	0	0	0	0	0	0	0	0	0	0
4364	3	0	0	0	0	0	0	0	0	0	0	0
2664	2	0	0	0	0	0	0	0	0	0	0	0
1397	2	0	0	0	0	0	0	0	0	0	0	0
3956	2	0	0	0	0	0	0	0	0	0	0	0
3684	5	0	0	0	0	1	0	0	0	0	0	0
4885	2	1	0	0	0	0	0	0	0	0	0	0
2426	2	0	0	0	0	0	0	0	0	0	0	0
1066	4	26	1	0	0	0	0	0	0	0	0	0
520	4	0	0	0	0	0	0	0	0	0	0	0
2833	4	0	0	0	0	0	0	0	0	0	0	0
3648	3	4	0	0	0	0	0	0	0	0	0	0
1522	11	0	0	0	0	0	0	0	0	0	0	0
4910	2	0	0	0	0	0	0	0	0	0	0	0
3634	4	0	0	0	0	0	0	0	0	0	0	0
4350	1	1	0	0	0	0	0	0	0	0	0	0
3367	3	0	0	0	0	0	0	0	0	0	0	0
601	2	0	0	0	0	0	0	0	0	0	0	0
5521	2	0	0	0	0	0	0	0	0	0	0	0
1029	8	0	0	16	0	0	0	0	0	0	0	0
5780	2	0	0	0	0	0	0	0	0	0	0	0
5741	4	0	0	0	0	0	0	0	0	0	0	0
5467	3	0	0	0	0	0	0	2	0	0	0	0
4799	10	0	0	0	0	0	0	0	0	0	0	0
2542	5	7	0	0	0	0	0	0	0	0	0	0
721	7	6	2	0	0	0	0	0	0	0	0	0
5395	4	0	0	0	0	0	0	0	0	0	0	0
2012	2	1	0	0	0	0	0	0	0	0	0	0
2769	4	0	0	0	0	0	0	0	0	0	0	0
3861	1	0	3	0	0	0	0	0	0	0	0	0
5054	3	0	0	0	0	0	0	0	0	0	0	0
5712	2	0	0	0	0	2	0	0	0	0	0	0
4857	8	0	0	0	0	0	0	0	0	0	0	0
3780	2	1	0	0	0	0	0	0	0	0	0	0
4645	4	0	0	0	0	0	0	0	0	0	0	0
2554	14	0	0	0	0	0	0	0	0	0	0	0
4265	2	0	0	0	0	0	0	0	0	0	0	0
4630	2	0	0	0	0	1	0	0	0	0	0	0
10	13	0	2	0	0	0	0	0	0	0	0	0
3407	8	0	1	0	0	0	0	0	0	0	0	0
2561	2	0	0	0	0	0	0	0	0	0	0	0
39	4	0	1	0	0	0	0	0	0	0	0	0
1453	6	14	1	0	0	0	0	0	0	0	0	0
1270	8	0	0	0	0	0	0	0	0	0	0	0
1831	3	0	0	0	0	0	0	0	0	0	0	0
2960	1	0	0	0	0	0	0	1	0	0	0	0
5538	2	0	0	0	0	0	0	0	0	0	0	0
2828	2	0	0	0	0	0	0	0	0	0	0	0
5381	1	3	0	0	0	0	0	0	0	0	0	0
5496	2	0	0	0	0	0	0	0	0	0	0	0
4027	2	0	0	0	0	0	0	0	0	0	0	0
5859	2	0	0	0	0	0	0	0	0	0	0	0
991	11	0	0	0	0	0	0	0	0	0	0	0
920	2	0	0	0	0	0	0	0	0	0	0	0
1134	1	0	2	0	0	0	0	0	0	0	0	0
1837	2	1	0	0	0	0	0	0	0	0	0	0
1731	0	0	0	0	0	0	0	0	0	0	2	0
2902	3	0	1	0	0	0	0	0	0	0	0	0
1539	3	0	0	0	0	0	0	0	0	0	0	0
1954	2	0	0	0	0	0	0	0	0	0	0	0
730	3	0	0	0	0	0	0	0	0	0	0	0
3964	4	9	0	0	0	0	0	0	0	0	0	0
1368	3	0	6	2	0	0	0	0	0	0	0	0
86	2	0	0	0	0	0	0	0	0	0	0	0
906	2	0	0	0	0	0	0	0	0	0	0	0
1770	3	0	0	0	0	0	0	0	0	0	0	0
5268	2	0	0	0	0	0	0	0	0	0	0	0
3838	4	0	0	0	0	0	0	1	0	0	0	0
231	1	0	0	0	0	0	0	1	0	0	0	0
1289	5	0	2	0	0	0	0	0	0	0	0	0
3957	3	0	0	0	0	0	0	0	0	0	0	0
641	5	7	2	0	0	0	0	0	0	0	0	0
2134	2	0	0	0	0	0	0	0	0	0	0	0
4751	4	0	1	0	0	0	0	0	0	0	0	0
191	16	0	13	0	0	0	0	0	0	0	0	0
5130	3	12	1	0	0	0	0	0	0	0	0	0
3554	8	0	0	0	0	0	0	0	0	0	0	0
4228	2	0	0	0	0	0	0	0	0	0	0	0
2799	2	0	0	0	0	0	0	0	0	0	0	0
3161	4	0	0	0	0	0	0	0	0	0	0	0
5840	0	0	0	0	2	0	0	0	0	0	0	0
1441	16	0	3	12	0	0	0	0	0	0	0	0
3436	3	0	0	0	0	0	0	0	0	0	0	0
3123	2	0	0	0	0	0	0	0	0	0	0	0
2105	3	0	0	0	0	0	0	0	0	0	0	0
5636	2	0	0	0	0	0	0	0	0	0	0	0
5545	2	0	0	0	0	1	0	0	0	0	0	0
3049	2	0	0	0	0	0	0	0	0	0	0	0
4365	2	0	1	0	0	0	0	0	0	0	0	0
4505	3	0	0	13	0	0	0	0	0	0	0	0
40	3	0	0	0	0	0	0	0	0	0	0	0
2413	4	0	0	0	0	0	0	0	0	0	0	0
753	12	0	0	0	0	2	0	0	0	0	0	0
4653	3	4	0	0	0	0	0	0	0	0	0	0
3579	4	0	0	0	0	0	0	0	0	0	0	0
5785	2	0	0	0	0	0	0	0	0	0	0	0
303	4	0	0	0	0	0	0	0	0	0	0	0
309	2	0	0	0	0	0	0	0	0	0	0	0
1590	2	0	0	0	0	0	0	0	0	0	0	0
1698	2	0	0	0	0	0	0	0	0	0	0	0
4586	3	1	0	0	0	0	0	0	0	0	0	0
1646	3	0	0	0	0	0	0	0	0	0	0	0
3698	2	0	0	1	0	0	0	0	0	0	0	0
1490	3	0	0	0	0	0	0	0	0	0	0	0
2296	13	23	0	0	0	0	0	0	0	0	0	0
2718	2	0	0	0	0	0	0	0	0	0	0	0
3449	3	0	0	0	0	0	0	0	0	0	0	0
3282	4	0	0	0	0	0	0	0	0	0	0	0
3971	5	0	0	0	0	0	0	0	0	0	0	0
5746	2	0	0	0	0	0	0	0	0	0	0	0
1693	2	0	0	0	0	0	0	0	0	0	0	0
4584	7	0	3	0	0	0	0	0	0	0	0	0
1086	3	0	1	0	0	0	0	0	0	0	0	0
2383	5	4	0	0	0	0	0	0	0	0	0	0
1216	13	0	0	1	0	0	6	0	0	0	0	0
3074	3	0	0	0	0	0	0	0	0	0	0	0
5734	3	0	0	3	0	0	0	0	0	0	0	0
5853	3	0	1	0	0	0	0	0	0	0	0	0
5563	2	25	6	0	0	0	0	0	0	0	0	0
161	2	0	0	0	0	0	0	0	0	0	0	0
3531	2	0	0	0	0	0	0	0	0	0	0	0
1847	2	0	0	0	0	0	0	0	0	0	0	0
232	1	3	0	0	0	0	0	0	0	0	0	0
5662	1	0	1	0	0	0	0	0	0	0	0	0
5512	2	7	0	0	0	0	0	0	0	0	0	0
4084	2	0	0	0	0	0	0	0	0	0	0	0
3273	2	0	0	0	0	0	0	0	0	0	0	0
967	2	0	0	0	0	0	0	0	0	0	0	0
5403	8	0	0	0	0	0	0	0	0	0	0	0
5118	2	0	0	0	0	0	0	0	0	0	0	0
2702	2	0	0	0	0	0	0	0	0	0	0	0
1990	3	0	0	4	0	0	0	0	0	0	0	0
2852	12	0	0	0	0	0	0	0	0	0	0	0
3228	2	0	0	0	0	0	0	0	0	0	0	0
4775	2	1	0	0	0	0	0	0	0	0	0	0
939	10	0	0	0	0	0	0	0	0	0	0	0
4175	4	0	0	0	0	0	0	0	0	0	0	0
3235	3	0	0	0	0	0	0	1	0	0	0	0
1426	4	0	0	0	0	0	0	0	0	0	0	0
3352	2	0	0	0	0	0	0	0	0	0	0	0
3996	5	0	0	0	0	0	0	0	0	0	0	0
4360	2	0	1	0	0	0	0	0	0	0	0	0
4482	4	0	0	0	0	0	0	0	0	0	0	0
3989	4	0	0	0	0	0	0	0	0	0	0	0
2549	18	0	12	0	0	0	0	0	0	0	0	0
525	2	0	0	0	0	0	0	0	0	0	0	0
4436	5	0	0	0	0	0	0	0	0	0	0	0
3320	8	0	0	0	0	0	0	0	0	0	0	0
5114	1	1	0	0	0	0	0	0	0	0	0	0
690	2	0	0	0	0	0	0	0	0	0	0	0
4995	2	0	0	0	0	0	0	0	0	0	0	0
541	2	0	0	0	0	0	0	0	0	0	0	0
2929	2	0	0	0	0	0	0	0	0	0	0	0
5488	5	0	0	0	0	0	0	0	0	0	0	0
5413	7	12	0	0	0	0	0	0	0	0	0	0
442	1	2	0	0	0	0	0	0	0	0	0	0
4127	2	0	0	0	0	0	0	0	0	0	0	0
5817	5	0	1	1	0	0	0	0	0	0	0	0
1846	1	0	3	0	0	0	0	0	0	0	0	0
2687	1	0	0	0	0	0	0	1	0	0	0	0
5742	2	0	0	0	0	0	0	0	0	0	0	0
3709	3	8	0	0	0	0	0	0	0	0	0	0
1538	3	0	0	0	0	0	0	0	0	0	0	0
3155	8	0	3	0	0	0	0	0	0	0	0	0
1669	2	0	0	0	0	0	0	0	0	0	0	0
4357	2	2	0	0	0	0	0	0	0	0	0	0
1981	1	1	0	0	0	0	0	0	0	0	0	0
2112	3	0	0	0	0	0	0	0	0	0	0	0
5143	12	0	0	0	0	0	0	0	0	0	0	0
5701	3	0	0	0	0	0	0	0	0	0	0	0
4091	2	0	0	0	0	0	0	0	0	0	0	0
310	2	0	0	0	0	0	0	0	0	0	0	0
3145	3	0	0	0	0	0	0	0	0	0	0	0
4050	3	0	0	2	0	0	0	0	0	0	0	0
1111	3	1	0	0	0	0	0	0	0	0	0	0
2024	12	0	0	1	0	0	0	0	0	0	0	0
3090	3	0	0	0	0	0	0	0	0	0	0	0
5272	2	0	0	0	0	0	0	0	0	0	0	0
5657	4	0	3	0	0	0	0	0	0	0	0	0
2788	3	0	4	0	0	0	0	0	0	0	0	0
2328	2	0	0	0	0	0	0	0	0	0	0	0
347	2	0	0	0	0	0	0	0	0	0	0	0
1937	3	0	0	0	0	0	0	0	0	0	0	0
3856	1	0	2	0	0	0	0	0	0	0	0	0
3136	4	0	2	4	0	0	0	0	0	0	0	0
88	17	0	0	1	0	0	0	0	0	0	0	0
5163	2	0	0	0	0	0	0	0	0	0	0	0
4669	2	0	0	0	0	0	0	0	0	0	0	0
44	5	0	0	0	0	0	0	0	0	0	0	0
956	1	2	0	0	0	0	0	0	0	0	0	0
3731	3	3	0	0	0	0	0	0	0	0	0	0
111	3	0	1	0	0	0	0	0	0	0	0	0
3588	5	0	0	0	0	3	0	0	0	0	0	0
1489	3	0	2	0	0	0	0	0	0	0	0	0
5292	2	0	0	0	0	0	0	0	0	0	0	0
2038	2	0	0	0	0	0	0	0	0	0	0	0
1418	2	0	0	0	0	0	0	0	0	0	0	0
5536	2	0	0	0	0	0	0	0	0	0	0	0
2522	4	0	0	0	0	0	0	0	0	0	0	0
3306	3	0	0	0	0	0	0	0	0	0	0	0
4795	2	5	0	0	0	0	0	0	0	0	0	0
155	6	1	4	0	0	0	0	0	0	0	1	0
3938	7	1	0	0	0	0	0	0	0	0	0	0
1474	2	0	0	0	0	0	0	0	0	0	0	0
2006	2	0	0	0	0	0	0	0	0	0	0	0
5685	2	0	1	0	0	0	0	0	0	0	0	0
3329	2	0	0	0	0	0	0	0	0	0	0	0
3525	2	0	0	0	0	0	0	0	0	0	0	0
5761	14	0	0	1	0	0	0	0	0	0	0	0
2782	5	0	7	0	0	0	0	0	0	0	0	0
1478	2	0	0	0	0	0	0	0	0	0	0	0
5174	2	0	0	0	0	0	0	0	0	0	0	0
2872	1	0	0	0	0	0	0	1	0	0	0	0
1149	5	5	1	0	0	0	0	0	0	0	0	0
4195	5	9	0	0	0	0	0	0	0	0	0	0
550	1	0	0	0	0	0	0	1	0	0	0	0
1422	7	0	0	0	0	0	0	1	0	0	0	0
1624	5	0	0	0	0	0	0	0	0	0	0	0
1112	5	0	0	0	0	0	0	0	0	0	0	0
1414	1	0	1	0	0	0	0	0	0	0	0	0
188	10	2	0	0	0	0	0	0	0	0	0	0
199	2	0	0	0	0	0	0	0	0	0	0	0
3472	3	0	0	0	0	0	0	0	0	0	0	0
4004	15	0	0	8	0	0	0	0	0	0	0	0
4560	2	0	0	0	0	0	0	0	0	0	0	0
98	7	2	3	0	0	0	0	0	0	0	0	0
4976	2	0	0	0	0	0	0	0	0	0	0	0
3936	3	0	0	0	0	0	0	0	0	0	0	0
4330	1	1	0	0	0	0	0	0	0	0	0	0
5380	3	0	2	0	0	0	0	0	0	0	0	0
1873	4	3	0	0	0	0	0	0	0	0	0	0
1094	4	0	0	0	0	0	0	0	0	0	0	0
4484	2	0	1	0	0	0	0	0	0	0	0	0
832	4	0	0	0	0	0	0	0	0	0	0	0
992	6	0	0	0	0	0	0	0	0	0	0	0
1804	1	1	0	0	0	0	0	0	0	0	0	0
5402	1	2	0	0	0	0	0	0	0	0	0	0
1035	2	0	0	0	0	0	0	0	0	0	0	0
2030	3	0	1	0	0	0	0	0	0	0	0	0
515	2	0	0	0	0	0	0	0	0	0	0	0
5847	2	0	0	0	0	0	0	0	0	0	0	0
2035	2	0	0	0	0	0	0	0	0	0	0	0
5035	3	0	0	0	0	0	0	0	0	0	0	0
2636	6	0	1	0	0	0	0	0	0	0	0	0
4106	6	4	0	0	0	0	0	0	0	0	0	0
5454	3	0	0	0	0	0	0	0	0	0	0	0
2252	2	0	0	0	0	0	0	0	0	0	0	0
3432	2	0	0	0	0	0	0	0	0	0	0	0
521	9	18	0	0	0	0	0	0	0	0	0	0
1155	3	0	0	0	0	0	0	0	0	0	0	0
1272	4	5	0	0	0	0	0	0	0	0	0	0
542	3	0	0	0	0	1	0	0	0	0	0	0
5644	2	0	0	0	0	0	0	0	0	0	0	0
4037	2	0	0	0	0	0	0	0	0	0	0	0
5777	2	0	0	0	0	0	0	0	0	0	0	0
821	2	0	0	0	0	0	0	0	0	0	0	0
1428	6	20	0	0	0	0	0	0	0	0	0	0
3591	1	6	0	0	0	0	0	0	0	0	0	0
797	2	0	0	0	0	0	0	0	0	0	0	0
4969	2	0	0	0	0	0	0	0	0	0	0	0
5665	2	0	0	0	0	0	0	0	0	0	0	0
5350	2	0	0	0	0	0	0	0	0	0	0	0
1533	3	0	0	0	0	0	0	0	0	0	0	0
4746	3	0	0	0	0	0	0	0	0	0	0	0
2696	2	0	0	0	0	0	0	0	0	0	0	0
3333	3	1	0	0	0	0	0	0	0	0	0	0
4493	3	0	0	0	0	0	0	0	0	0	0	0
85	3	0	0	0	0	0	0	0	0	0	0	0
5291	5	0	1	0	0	0	0	0	0	0	0	0
195	8	0	0	0	0	0	0	0	0	0	0	0
2416	2	0	0	0	0	0	0	0	0	0	0	0
3573	2	0	0	0	0	0	0	0	0	0	0	0
4214	6	0	0	0	0	0	0	0	0	0	0	0
4549	6	0	0	5	0	0	0	0	0	0	0	0
4177	2	0	0	0	0	0	0	0	0	0	0	0
2617	2	0	0	0	0	0	0	0	0	0	0	0
5519	2	0	0	0	0	0	1	0	0	0	0	0
2874	1	0	0	0	0	0	0	0	0	0	0	0
1471	2	0	0	0	0	0	0	0	0	0	0	0
237	3	4	0	0	0	0	0	0	0	0	0	0
3200	5	2	0	0	0	0	0	0	0	0	0	0
5001	5	0	0	0	0	0	0	0	0	0	0	0
1754	3	0	0	0	0	0	0	0	0	0	0	0
1421	1	0	2	0	0	0	0	0	0	0	0	0
4476	3	0	0	0	0	0	0	0	0	0	0	0
327	4	0	1	4	0	0	0	0	0	0	0	0
1335	6	4	0	0	0	0	0	0	0	0	0	0
2230	4	0	0	0	0	0	0	0	0	0	0	0
3433	2	0	1	0	0	0	0	0	0	0	0	0
2975	2	0	0	0	0	0	0	0	0	0	0	0
4385	3	0	0	0	0	0	0	0	0	0	0	0
1579	9	2	0	0	0	0	0	0	0	0	0	0
2312	1	0	1	0	0	0	0	0	0	0	0	0
2895	3	0	1	0	0	0	0	0	0	0	0	0
